#program	SETUP.EXE
#sha256	22ca3a4c6a68dbde1838e6d356442b2b6bcf1dcff735ed21b0448bd16686c4d6
#imagebase	400000
FUNC	147e0	__calloc_dbg	undefined1 * __calloc_dbg(int param_1, int param_2, uint param_3, int param_4, int param_5)	Library Function - Single Match\n __calloc_dbg\n\nLibrary: Visual Studio 2003 Debug
FUNC	14860	__realloc_dbg	int * __realloc_dbg(void * param_1, uint param_2, uint param_3, int param_4, int param_5)	Library Function - Single Match\n __realloc_dbg\n\nLibrary: Visual Studio 2003 Debug
FUNC	14dd0	__expand_dbg	int * __expand_dbg(void * param_1, uint param_2, uint param_3, int param_4, int param_5)	Library Function - Single Match\n __expand_dbg\n\nLibrary: Visual Studio 2003 Debug
FUNC	158d0	FID_conflict:AtlIsValidAddress	undefined4 FID_conflict:AtlIsValidAddress(void * param_1, UINT_PTR param_2, int param_3)	Library Function - Multiple Matches With Different Base Names\n int __cdecl ATL::AtlIsValidAddress(void const *,unsigned int,int)\n __CrtIsValidPointer\n\nLibrary: Visual Studio 2003 Debug
FUNC	16250	_strcmp	int _strcmp(char * _Str1, char * _Str2)	Library Function - Single Match\n _strcmp\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, vc6 sp5 libc, vc6 sp5 libcmt
FUNC	162e0	_strlen	size_t _strlen(char * _Str)	Library Function - Single Match\n _strlen\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, vc6 sp5 libc, vc6 sp5 libcmt
FUNC	16410	_JumpToContinuation	void _JumpToContinuation(void * param_1, EHRegistrationNode * param_2)	Library Function - Single Match\n void __stdcall _JumpToContinuation(void *,struct EHRegistrationNode *)\n\nLibraries: vc6 sp5 libc, vc6 sp5 libcmt
FUNC	16450	_CallMemberFunction0	void _CallMemberFunction0(void * param_1, void * param_2)	Library Function - Single Match\n void __stdcall _CallMemberFunction0(void *,void *)\n\nLibraries: Visual Studio 2003 Debug, Visual Studio 2003 Release
FUNC	164e0	FID_conflict:___CxxFrameHandler3	undefined4 FID_conflict:___CxxFrameHandler3(EHExceptionRecord * param_1, EHRegistrationNode * param_2, _CONTEXT * param_3, void * param_4)	Library Function - Multiple Matches With Different Base Names\n ___CxxFrameHandler\n ___CxxFrameHandler2\n ___CxxFrameHandler3\n\nLibraries: Visual Studio 2003, Visual Studio 2005, Visual Studio 2008, Visual Studio 2010
FUNC	16520	___CxxLongjmpUnwind@4	undefined ___CxxLongjmpUnwind@4(int param_1)	Library Function - Single Match\n ___CxxLongjmpUnwind@4\n\nLibraries: Visual Studio 2003, Visual Studio 2005, Visual Studio 2008, Visual Studio 2010
FUNC	167f0	__global_unwind2	undefined __global_unwind2(PVOID param_1)	Library Function - Single Match\n __global_unwind2\n\nLibraries: Visual Studio, vc6
FUNC	16832	__local_unwind2	undefined __local_unwind2(int param_1, int param_2)	Library Function - Single Match\n __local_unwind2\n\nLibraries: Visual Studio 1998 Debug, Visual Studio 1998 Release, Visual Studio 2003 Debug, Visual Studio 2003 Release
FUNC	1689a	__abnormal_termination	int __abnormal_termination(void)	Library Function - Single Match\n __abnormal_termination\n\nLibrary: Visual Studio
FUNC	168bd	__NLG_Notify1	undefined __NLG_Notify1(undefined4 param_1)	Library Function - Single Match\n __NLG_Notify1\n\nLibraries: Visual Studio 2017 Debug, Visual Studio 2017 Release, Visual Studio 2019 Debug, Visual Studio 2019 Release
FUNC	17040	_strstr	char * _strstr(char * _Str, char * _SubStr)	Library Function - Single Match\n _strstr\n\nLibraries: vc6 sp5 libc, vc6 sp5 libcmt
FUNC	17244	__ftol	longlong __ftol(void)	Library Function - Single Match\n __ftol\n\nLibrary: Visual Studio
FUNC	17270	entry	undefined entry(void)	
FUNC	174a0	__amsg_exit	void __amsg_exit(int param_1)	Library Function - Single Match\n __amsg_exit\n\nLibrary: Visual Studio 2003 Debug
FUNC	18660	__CrtSetReportFile	undefined4 __CrtSetReportFile(int param_1, int param_2)	Library Function - Single Match\n __CrtSetReportFile\n\nLibrary: Visual Studio 2003 Debug
FUNC	19110	__callnewh	int __callnewh(size_t _Size)	Library Function - Single Match\n __callnewh\n\nLibrary: Visual Studio 2003 Debug
FUNC	1ac70	ArrayUnwindFilter	int ArrayUnwindFilter(_EXCEPTION_POINTERS * param_1)	Library Function - Single Match\n int __cdecl ArrayUnwindFilter(struct _EXCEPTION_POINTERS *)\n\nLibrary: Visual Studio
FUNC	1aca0	CatchIt	void CatchIt(EHExceptionRecord * param_1, EHRegistrationNode * param_2, _CONTEXT * param_3, void * param_4, _s_FuncInfo * param_5, _s_HandlerType * param_6, _s_CatchableType * param_7, _s_TryBlockMapEntry * param_8, int param_9, EHRegistrationNode * param_10, uchar param_11)	Library Function - Single Match\n void __cdecl CatchIt(struct EHExceptionRecord *,struct EHRegistrationNode *,struct _CONTEXT *,void *,struct _s_FuncInfo const *,struct _s_HandlerType const *,struct _s_CatchableType const *,struct _s_TryBlockMapEntry const *,int,struct EHRegistrationNode *,unsigned char)\n\nLibrary: Visual Studio
FUNC	1b190	___DestructExceptionObject	undefined ___DestructExceptionObject(int param_1)	Library Function - Single Match\n ___DestructExceptionObject\n\nLibraries: Visual Studio 2003 Debug, Visual Studio 2003 Release
FUNC	1b220	FID_conflict:___AdjustPointer	int FID_conflict:___AdjustPointer(int param_1, int * param_2)	Library Function - Multiple Matches With Different Base Names\n void * __cdecl AdjustPointer(void *,struct PMD const &)\n ___AdjustPointer\n\nLibrary: Visual Studio
FUNC	1b270	__CallSettingFrame@12	undefined __CallSettingFrame@12(undefined4 param_1, undefined4 param_2, int param_3)	Library Function - Single Match\n __CallSettingFrame@12\n\nLibraries: Visual Studio 2017 Debug, Visual Studio 2017 Release, Visual Studio 2019 Debug, Visual Studio 2019 Release
FUNC	1be00	__setdefaultprecision	undefined __setdefaultprecision(void)	Library Function - Single Match\n __setdefaultprecision\n\nLibrary: Visual Studio 2003 Debug
FUNC	1be80	__ms_p5_mp_test_fdiv	undefined __ms_p5_mp_test_fdiv(void)	Library Function - Single Match\n __ms_p5_mp_test_fdiv\n\nLibraries: Visual Studio 2003, Visual Studio 2005, Visual Studio 2008
FUNC	1bf80	__cropzeros	void __cropzeros(char * _Buf)	Library Function - Single Match\n __cropzeros\n\nLibraries: Visual Studio 2003 Debug, Visual Studio 2003 Release
